Interest Rate,Rate Spread,Loan Amount,Loan-to-Value Ratio,No Intro Rate Period,Intro Rate Period,Property Value,Income,Debt-to-Income Ratio,Term 360,Conforming,State,Product Type,Race,Ethnicity,Sex,Low-Priced
0.0475,0.00325,185000.0,0.9699,1,0,195000.0,71000.0,0.33,1.0,1.0,WI,conventional,White,Non-Hispanic,Male,1.0
0.05,0.005,135000.0,0.80594,1,0,165000.0,60000.0,0.45,1.0,1.0,SC,va,Black,Non-Hispanic,Male,1.0
0.045,0.01456,275000.0,0.965,1,0,285000.0,65000.0,0.49,1.0,1.0,FL,fha,White,Non-Hispanic,Male,1.0
0.06,0.02189,85000.0,0.9,1,0,95000.0,27000.0,0.33,1.0,1.0,KY,fha,White,Non-Hispanic,Female,0.0
0.04125,-0.00225,345000.0,0.95,1,0,365000.0,107000.0,0.33,1.0,1.0,TX,conventional,White,Non-Hispanic,Female,1.0
0.0475,0.00874,205000.0,0.85,1,0,245000.0,92000.0,0.33,1.0,1.0,IN,conventional,White,Non-Hispanic,Male,1.0
0.04625,0.00154,305000.0,0.6186,1,0,495000.0,77000.0,0.37,1.0,1.0,MA,conventional,White,Non-Hispanic,Female,1.0
0.045,0.00823,215000.0,0.965,1,0,215000.0,47000.0,0.47,1.0,1.0,OH,fha,White,Non-Hispanic,Male,1.0
0.05,0.01207,135000.0,0.965,1,0,145000.0,47000.0,0.25,1.0,1.0,TN,fha,White,Non-Hispanic,Female,1.0
0.04625,0.0043,355000.0,0.97,1,0,365000.0,80000.0,0.36,1.0,1.0,CO,conventional,White,Non-Hispanic,Male,1.0
0.04625,0.00431,245000.0,0.9,1,0,265000.0,55000.0,0.41,1.0,1.0,ME,conventional,White,Non-Hispanic,Female,1.0
0.045,0.00195,315000.0,0.95,1,0,335000.0,113000.0,0.45,1.0,1.0,FL,conventional,White,Non-Hispanic,Male,1.0
0.045,0.00163,195000.0,0.9,1,0,215000.0,58000.0,0.25,1.0,1.0,OH,conventional,White,Non-Hispanic,Female,1.0
0.05125,0.00684,125000.0,1.0,1,0,125000.0,24000.0,0.46,1.0,1.0,MS,va,Black,Non-Hispanic,Male,1.0
0.04625,-8.999999999999999e-05,185000.0,1.0,1,0,185000.0,64000.0,0.47,1.0,1.0,ME,va,White,Non-Hispanic,Male,1.0
0.0425,-2e-05,385000.0,0.95,1,0,415000.0,272000.0,0.25,1.0,1.0,NC,conventional,White,Non-Hispanic,Male,1.0
0.0475,0.00943,235000.0,0.965,1,0,245000.0,130000.0,0.1,1.0,1.0,PA,fha,Black,Non-Hispanic,Female,1.0
0.0525,0.01064,355000.0,0.87904802,1,0,405000.0,118000.0,0.33,1.0,1.0,FL,conventional,Asian,Non-Hispanic,Male,1.0
0.0575,0.01464,25000.0,0.97,1,0,25000.0,22000.0,0.25,1.0,1.0,IA,conventional,White,Non-Hispanic,Male,1.0
0.0375,0.00281,175000.0,0.9,0,84,195000.0,65000.0,0.42,1.0,1.0,OH,conventional,White,Non-Hispanic,Female,1.0
0.0499,0.00621,215000.0,1.0,1,0,205000.0,47000.0,0.46,1.0,1.0,MD,va,White,Non-Hispanic,Male,1.0
0.05375,0.0156,175000.0,0.98188,1,0,185000.0,55000.0,0.46,1.0,1.0,TX,fha,White,Non-Hispanic,Male,0.0
0.0458999999999999,0.00509,95000.0,1.0,0,84,105000.0,47000.0,0.25,1.0,1.0,WV,conventional,White,Non-Hispanic,Male,1.0
0.05,0.01038,195000.0,0.965,1,0,195000.0,114000.0,0.33,1.0,1.0,OK,fha,White,Non-Hispanic,Male,1.0
0.0429,-0.0011,95000.0,0.85,1,0,115000.0,51000.0,0.25,1.0,1.0,OH,conventional,White,Non-Hispanic,Female,1.0
0.04875,0.00567,115000.0,0.75,1,0,145000.0,60000.0,0.25,1.0,1.0,NY,conventional,Asian,Non-Hispanic,Male,1.0
0.04125,0.0072,115000.0,0.95,1,0,125000.0,61000.0,0.37,1.0,1.0,IL,conventional,White,Non-Hispanic,Male,1.0
0.0425,0.0046999999999999,115000.0,0.5,1,0,235000.0,20000.0,0.44,1.0,1.0,NV,conventional,White,Non-Hispanic,Male,1.0
0.04375,0.00325,425000.0,0.95,1,0,445000.0,235000.0,0.33,1.0,1.0,NC,conventional,Black,Non-Hispanic,Male,1.0
0.04875,0.0108,165000.0,0.965,1,0,175000.0,69000.0,0.49,1.0,1.0,MS,fha,White,Hispanic,Female,1.0
0.04875,0.00193,275000.0,0.8,1,0,345000.0,104000.0,0.48,1.0,1.0,FL,conventional,White,Non-Hispanic,Male,1.0
0.05,0.00229,135000.0,0.8,1,0,165000.0,86000.0,0.1,1.0,1.0,IL,conventional,Asian,Non-Hispanic,Male,1.0
0.055,0.02622,235000.0,0.965,1,0,245000.0,109000.0,0.25,1.0,1.0,TN,fha,White,Non-Hispanic,Male,0.0
0.0575,0.0235,265000.0,0.965,1,0,265000.0,64000.0,0.55,1.0,1.0,TX,fha,Black,Non-Hispanic,Male,0.0
0.04625,0.0173,95000.0,0.9818,1,0,95000.0,25000.0,0.49,1.0,1.0,VA,fha,Black,Non-Hispanic,Female,0.0
0.0425,-0.00014,255000.0,0.9,1,0,285000.0,205000.0,0.4,1.0,1.0,FL,conventional,White,Non-Hispanic,Male,1.0
0.04875,0.0195,255000.0,0.965,1,0,255000.0,59000.0,0.43,1.0,1.0,IL,fha,Black,Non-Hispanic,Female,0.0
0.05625,0.01252,295000.0,1.0185,1,0,305000.0,61000.0,0.45,1.0,1.0,UT,conventional,White,Non-Hispanic,Female,1.0
0.0399,0.0007,255000.0,0.8,1,0,315000.0,62000.0,0.44,1.0,1.0,NC,conventional,White,Non-Hispanic,Female,1.0
0.0475,0.00272,305000.0,0.95,1,0,325000.0,63000.0,0.4,1.0,1.0,VA,conventional,White,Non-Hispanic,Male,1.0
0.04125,-0.00343,395000.0,0.8,1,0,485000.0,276000.0,0.25,1.0,1.0,FL,conventional,White,Non-Hispanic,Male,1.0
0.04875,0.01345,225000.0,0.965,1,0,225000.0,68000.0,0.46,1.0,1.0,TX,fha,Black,Non-Hispanic,Female,1.0
0.0475,0.00445,535000.0,0.8416,1,0,635000.0,140000.0,0.25,1.0,0.0,NC,conventional,White,Non-Hispanic,Female,1.0
0.0475,0.00897,115000.0,0.99725,1,0,115000.0,39000.0,0.37,1.0,1.0,MO,fsa_rhs,White,Non-Hispanic,Male,1.0
0.055,0.0237999999999999,315000.0,0.6,0,60,525000.0,216000.0,0.1,1.0,1.0,NY,conventional,Asian,Non-Hispanic,Male,0.0
0.0425,7.000000000000001e-05,255000.0,0.75,1,0,345000.0,59000.0,0.43,1.0,1.0,TX,conventional,Asian,Non-Hispanic,Male,1.0
0.03625,0.00272,155000.0,0.68,1,0,225000.0,50000.0,0.41,0.0,1.0,NY,conventional,Asian,Non-Hispanic,Male,1.0
0.0475,0.00269,265000.0,0.8,1,0,325000.0,55000.0,0.44,1.0,1.0,WA,conventional,White,Non-Hispanic,Male,1.0
0.04625,-0.00085,205000.0,0.8,1,0,255000.0,82000.0,0.25,1.0,1.0,PA,conventional,White,Non-Hispanic,Male,1.0
0.0425,0.0,365000.0,0.8,1,0,465000.0,151000.0,0.41,1.0,1.0,PA,conventional,White,Non-Hispanic,Male,1.0
0.04875,0.0042,365000.0,0.97,1,0,375000.0,135000.0,0.33,1.0,1.0,AZ,conventional,Black,Non-Hispanic,Female,1.0
0.04625,0.00489,365000.0,0.97,1,0,375000.0,83000.0,0.37,1.0,1.0,MD,conventional,White,Hispanic,Male,1.0
0.03875,0.00425,205000.0,0.8,1,0,265000.0,94000.0,0.43,0.0,1.0,AZ,conventional,Black,Non-Hispanic,Female,1.0
0.05,0.01697,145000.0,0.9818,1,0,155000.0,30000.0,0.49,1.0,1.0,SC,fha,White,Non-Hispanic,Male,0.0
0.0399,-0.001,295000.0,0.95,0,84,365000.0,89000.0,0.25,1.0,1.0,IA,conventional,White,Non-Hispanic,Male,1.0
0.04625,0.00445,385000.0,0.9,1,0,435000.0,116000.0,0.47,1.0,1.0,IN,conventional,White,Non-Hispanic,Female,1.0
0.05,0.0036,125000.0,1.0,1,0,125000.0,67000.0,0.33,1.0,1.0,NC,va,White,Non-Hispanic,Male,1.0
0.04625,0.00481,265000.0,0.9,1,0,295000.0,74000.0,0.41,1.0,1.0,SC,conventional,White,Non-Hispanic,Female,1.0
0.05,0.0058699999999999,115000.0,0.8,1,0,145000.0,35000.0,0.41,1.0,1.0,IN,conventional,White,Non-Hispanic,Male,1.0
0.045,0.00028,225000.0,0.8,1,0,275000.0,60000.0,0.39,1.0,1.0,GA,conventional,White,Non-Hispanic,Male,1.0
0.04075,-0.0046,245000.0,0.75,1,0,325000.0,77000.0,0.25,1.0,1.0,OH,conventional,White,Non-Hispanic,Female,1.0
0.03625,0.0027,135000.0,1.0064,1,0,135000.0,30000.0,0.33,1.0,1.0,NC,fsa_rhs,White,Non-Hispanic,Male,1.0
0.06125,0.02569,75000.0,0.97,1,0,135000.0,51000.0,0.43,1.0,1.0,TX,conventional,Black,Non-Hispanic,Female,0.0
0.04625,0.006,115000.0,0.95918,1,0,125000.0,57000.0,0.33,1.0,1.0,AL,conventional,White,Non-Hispanic,Female,1.0
0.03875,0.0008,605000.0,0.8,0,84,765000.0,162000.0,0.4,1.0,1.0,WA,conventional,White,Non-Hispanic,Male,1.0
0.0525,0.00377,285000.0,0.8,1,0,355000.0,230000.0,0.25,1.0,1.0,FL,conventional,Asian,Non-Hispanic,Male,1.0
0.0475,0.00602,455000.0,0.89847,1,0,505000.0,115000.0,0.41,1.0,1.0,FL,conventional,White,Hispanic,Male,1.0
0.0475,0.0018599999999999,315000.0,0.6747,1,0,465000.0,77000.0,0.55,1.0,1.0,GA,conventional,White,Non-Hispanic,Female,1.0
0.0475,0.01758,165000.0,0.965,1,0,205000.0,44000.0,0.55,1.0,1.0,MI,fha,White,Non-Hispanic,Male,0.0
0.04375,-0.000895,735000.0,0.7998000000000001,1,0,915000.0,192000.0,0.49,1.0,0.0,TX,conventional,White,Non-Hispanic,Male,1.0
0.045,-0.00064,425000.0,0.8,1,0,525000.0,80000.0,0.45,1.0,1.0,CO,conventional,Asian,Non-Hispanic,Female,1.0
0.0475,0.00787,375000.0,0.3364,0,84,1105000.0,77000.0,0.37,1.0,1.0,NY,conventional,Asian,Non-Hispanic,Male,1.0
0.04375,-0.002757,545000.0,0.8,1,0,675000.0,175000.0,0.44,1.0,1.0,CA,conventional,White,Non-Hispanic,Female,1.0
0.04125,0.00307,225000.0,1.0,1,0,225000.0,45000.0,0.55,1.0,1.0,WI,va,White,Non-Hispanic,Female,1.0
0.04625,0.0057599999999999,195000.0,0.9454,1,0,205000.0,60000.0,0.25,1.0,1.0,WV,fsa_rhs,White,Non-Hispanic,Male,1.0
0.05125,0.00631,325000.0,0.9,1,0,355000.0,0.0,0.49,1.0,1.0,OK,conventional,White,Non-Hispanic,Male,1.0
0.04625,0.00881,245000.0,0.95,1,0,265000.0,91000.0,0.37,1.0,1.0,FL,conventional,White,Non-Hispanic,Female,1.0
0.045,0.0121999999999999,135000.0,1.0,1,0,135000.0,43000.0,0.39,1.0,1.0,SC,fha,Black,Non-Hispanic,Female,1.0
0.0475,0.01929,135000.0,0.965,1,0,135000.0,27000.0,0.43,1.0,1.0,FL,fha,White,Hispanic,Male,0.0
0.045,0.00067,275000.0,0.73861,1,0,375000.0,61000.0,0.49,1.0,1.0,GA,conventional,Asian,Non-Hispanic,Male,1.0
0.04125,0.00172,175000.0,1.0,1,0,175000.0,63000.0,0.25,1.0,1.0,PA,fsa_rhs,White,Non-Hispanic,Male,1.0
0.05,0.00616,155000.0,0.8,1,0,205000.0,80000.0,0.25,1.0,1.0,TN,conventional,White,Non-Hispanic,Male,1.0
0.034,-0.00437,425000.0,0.5782,0,120,735000.0,150000.0,0.33,1.0,1.0,NY,conventional,Asian,Non-Hispanic,Female,1.0
0.04875,0.01478,205000.0,0.9818,1,0,215000.0,67000.0,0.39,1.0,1.0,GA,fha,Black,Non-Hispanic,Male,1.0
0.04375,0.00375,235000.0,0.9108,1,0,255000.0,84000.0,0.33,1.0,1.0,PA,conventional,White,Non-Hispanic,Male,1.0
0.04,-0.00397,525000.0,0.8,1,0,655000.0,135000.0,0.25,1.0,1.0,NY,conventional,Asian,Non-Hispanic,Male,1.0
0.04625,0.00361,355000.0,0.9,1,0,395000.0,92000.0,0.49,1.0,1.0,TX,conventional,White,Non-Hispanic,Female,1.0
0.05125,0.01466,225000.0,0.95,1,0,235000.0,91000.0,0.55,1.0,1.0,PA,fha,White,Non-Hispanic,Male,1.0
0.04625,0.00936,185000.0,0.97,1,0,195000.0,50000.0,0.38,1.0,1.0,FL,conventional,White,Non-Hispanic,Female,1.0
0.0475,0.0042899999999999,635000.0,0.95,1,0,675000.0,115000.0,0.48,1.0,1.0,CA,conventional,White,Non-Hispanic,Male,1.0
0.0475,0.00167,235000.0,0.8,1,0,295000.0,82000.0,0.48,1.0,1.0,MN,conventional,White,Non-Hispanic,Male,1.0
0.05125,0.00322,355000.0,0.8,1,0,445000.0,96000.0,0.47,1.0,1.0,CA,conventional,Asian,Non-Hispanic,Male,1.0
0.04875,0.00473,225000.0,1.0,1,0,215000.0,61000.0,0.33,1.0,1.0,OH,va,White,Non-Hispanic,Male,1.0
0.04625,0.001199,135000.0,0.8,1,0,175000.0,33000.0,0.48,1.0,1.0,IL,conventional,White,Hispanic,Female,1.0
0.0525,0.0093999999999999,205000.0,1.0,1,0,205000.0,71000.0,0.4,1.0,1.0,AZ,va,White,Hispanic,Male,1.0
0.0475,0.00485,565000.0,0.9,1,0,635000.0,111000.0,0.43,1.0,1.0,CO,conventional,White,Non-Hispanic,Male,1.0
0.05125,0.0182699999999999,85000.0,0.965,1,0,95000.0,45000.0,0.43,1.0,1.0,MI,fha,Black,Non-Hispanic,Female,0.0
0.04125,0.00023,175000.0,0.8,1,0,215000.0,167000.0,0.25,0.0,1.0,NJ,conventional,White,Non-Hispanic,Female,1.0
0.0425,-0.00211,305000.0,1.0,1,0,295000.0,115000.0,0.25,1.0,1.0,MD,va,Black,Non-Hispanic,Male,1.0
0.04875,0.0035399999999999,415000.0,1.0,1,0,415000.0,200000.0,0.33,1.0,1.0,NC,conventional,White,Non-Hispanic,Male,1.0
0.0375,-0.00129,245000.0,1.0,1,0,245000.0,60000.0,0.55,1.0,1.0,GA,va,Black,Non-Hispanic,Female,1.0
0.04875,0.01559,285000.0,0.965,1,0,285000.0,147000.0,0.39,1.0,1.0,TX,fha,White,Non-Hispanic,Male,0.0
0.0425,0.00252,115000.0,0.2943,1,0,385000.0,88000.0,0.25,0.0,1.0,UT,conventional,White,Non-Hispanic,Male,1.0
0.04375,-0.00135,165000.0,0.8,1,0,215000.0,92000.0,0.37,1.0,1.0,IA,conventional,White,Non-Hispanic,Male,1.0
0.0475,0.00339,205000.0,0.8,1,0,255000.0,51000.0,0.38,1.0,1.0,NY,conventional,White,Non-Hispanic,Female,1.0
0.0466,-0.00012,205000.0,0.95,1,0,225000.0,115000.0,0.33,1.0,1.0,GA,conventional,White,Non-Hispanic,Female,1.0
0.045,0.0002,445000.0,0.8,1,0,555000.0,132000.0,0.47,1.0,1.0,CA,conventional,Asian,Non-Hispanic,Female,1.0
0.0375,0.00138,465000.0,0.8,0,60,575000.0,200000.0,0.39,1.0,0.0,TX,conventional,Native american,Non-Hispanic,Female,1.0
0.045,0.0011799999999999,455000.0,0.94395,1,0,475000.0,178000.0,0.49,1.0,1.0,NY,conventional,White,Non-Hispanic,Male,1.0
0.0475,0.00327,425000.0,0.9,1,0,475000.0,106000.0,0.39,1.0,1.0,WA,conventional,White,Non-Hispanic,Female,1.0
0.04625,0.00709,345000.0,0.94,1,0,375000.0,95000.0,0.33,1.0,1.0,CA,conventional,White,Hispanic,Female,1.0
0.04875,0.00448,125000.0,0.5218,1,0,235000.0,42000.0,0.33,1.0,1.0,MO,conventional,White,Non-Hispanic,Female,1.0
0.055,0.01978,185000.0,0.972,1,0,195000.0,72000.0,0.42,1.0,1.0,NJ,fha,White,Non-Hispanic,Male,0.0
0.045,-0.0005099999999999,805000.0,0.731,1,0,1095000.0,171000.0,0.39,1.0,0.0,CO,conventional,White,Non-Hispanic,Male,1.0
0.05625,0.01828,465000.0,0.965,1,0,475000.0,137000.0,0.42,1.0,1.0,CA,fha,White,Hispanic,Male,0.0
0.05375,0.0084099999999999,335000.0,0.9,1,0,395000.0,266000.0,0.33,1.0,1.0,CA,conventional,Black,Non-Hispanic,Male,1.0
0.04625,-0.0005899999999999,255000.0,0.714286,1,0,355000.0,99000.0,0.47,1.0,1.0,AZ,conventional,White,Non-Hispanic,Male,1.0
0.08875,0.04437,155000.0,0.85,1,0,185000.0,73000.0,0.4,1.0,1.0,CT,conventional,White,Non-Hispanic,Male,0.0
0.04375,0.00818,195000.0,0.965,1,0,195000.0,42000.0,0.55,1.0,1.0,MO,fha,White,Non-Hispanic,Female,1.0
0.045,0.00215,255000.0,0.86897,1,0,295000.0,55000.0,0.33,1.0,1.0,NC,conventional,White,Non-Hispanic,Male,1.0
0.05125,0.0074199999999999,155000.0,0.8,1,0,195000.0,54000.0,0.46,1.0,1.0,FL,conventional,Black,Non-Hispanic,Female,1.0
0.04375,0.003568,265000.0,0.97,1,0,275000.0,134000.0,0.43,1.0,1.0,OK,conventional,White,Non-Hispanic,Male,1.0
0.04875,0.00396,195000.0,1.0,1,0,195000.0,93000.0,0.42,1.0,1.0,GA,va,Black,Non-Hispanic,Male,1.0
0.04375,0.00811,155000.0,0.965,1,0,155000.0,104000.0,0.25,1.0,1.0,MS,fha,Black,Non-Hispanic,Female,1.0
0.0525,0.01432,305000.0,1.0141,1,0,315000.0,59000.0,0.48,1.0,1.0,CO,fha,White,Non-Hispanic,Male,1.0
0.04125,0.00188,245000.0,0.4831,1,0,505000.0,144000.0,0.1,1.0,1.0,GA,conventional,White,Non-Hispanic,Male,1.0
0.04375,0.0102,135000.0,0.9,1,0,145000.0,60000.0,0.33,1.0,1.0,NY,conventional,White,Non-Hispanic,Female,1.0
0.04625,-0.00121,215000.0,0.523,1,0,415000.0,47000.0,0.45,1.0,1.0,CO,va,White,Non-Hispanic,Female,1.0
0.05,0.00859,165000.0,0.97,1,0,175000.0,33000.0,0.49,1.0,1.0,CO,conventional,White,Non-Hispanic,Male,1.0
0.04625,0.00318,125000.0,0.8,1,0,155000.0,37000.0,0.33,1.0,1.0,KY,conventional,White,Non-Hispanic,Female,1.0
0.04625,0.01241,85000.0,0.95,1,0,85000.0,28000.0,0.33,1.0,1.0,MI,conventional,White,Non-Hispanic,Male,1.0
0.04375,0.00414,155000.0,0.8,1,0,185000.0,75000.0,0.1,1.0,1.0,FL,conventional,White,Non-Hispanic,Female,1.0
0.05125,0.01598,595000.0,0.965,1,0,605000.0,122000.0,0.43,1.0,1.0,CA,fha,Asian,Non-Hispanic,Female,0.0
0.04,0.00157,605000.0,0.7745000000000001,1,0,775000.0,158000.0,0.25,1.0,1.0,WA,conventional,White,Non-Hispanic,Female,1.0
0.0475,-0.001276,335000.0,0.8,1,0,415000.0,100000.0,0.44,1.0,1.0,NJ,conventional,White,Non-Hispanic,Female,1.0
0.03375,-0.001143,965000.0,0.85,0,84,1135000.0,450000.0,0.33,1.0,0.0,IL,conventional,White,Non-Hispanic,Female,1.0
0.05375,0.01703,105000.0,0.965,1,0,105000.0,53000.0,0.47,1.0,1.0,AL,fha,Black,Non-Hispanic,Female,0.0
0.05,0.00435,205000.0,0.8,1,0,255000.0,97000.0,0.25,1.0,1.0,FL,conventional,White,Hispanic,Male,1.0
0.0475,0.00392,215000.0,0.40541,1,0,525000.0,62000.0,0.46,1.0,1.0,DC,conventional,Black,Non-Hispanic,Female,1.0
0.04625,0.00448,185000.0,0.97,1,0,195000.0,69000.0,0.25,1.0,1.0,PA,conventional,White,Non-Hispanic,Male,1.0
0.04575,0.0006,135000.0,0.8497,1,0,165000.0,64000.0,0.25,1.0,1.0,OH,conventional,White,Non-Hispanic,Male,1.0
0.05375,0.00977,155000.0,0.95,1,0,165000.0,38000.0,0.47,1.0,1.0,IN,conventional,Asian,Non-Hispanic,Male,1.0
0.04875,0.00842,125000.0,1.01009,1,0,125000.0,44000.0,0.38,1.0,1.0,OK,fsa_rhs,White,Non-Hispanic,Female,1.0
0.03875,0.00447,325000.0,0.95,1,0,345000.0,139000.0,0.33,1.0,1.0,WA,conventional,White,Non-Hispanic,Male,1.0
0.05375,0.02192,115000.0,1.0043,1,0,115000.0,49000.0,0.44,1.0,1.0,TX,fha,White,Hispanic,Female,0.0
0.045,0.01465,185000.0,0.98188,1,0,215000.0,50000.0,0.44,1.0,1.0,TN,fha,White,Non-Hispanic,Male,1.0
0.045,0.0058499999999999,155000.0,0.95,1,0,165000.0,44000.0,0.48,1.0,1.0,VA,conventional,White,Non-Hispanic,Female,1.0
0.04875,0.0046,545000.0,0.8,1,0,675000.0,150000.0,0.33,1.0,1.0,WA,conventional,White,Non-Hispanic,Male,1.0
0.0525,0.0168199999999999,185000.0,0.95,1,0,195000.0,49000.0,0.38,1.0,1.0,MN,conventional,White,Non-Hispanic,Male,0.0
0.04625,0.0163,215000.0,0.965,1,0,215000.0,60000.0,0.41,1.0,1.0,FL,fha,White,Hispanic,Female,0.0
0.0425,0.00228,225000.0,0.95,1,0,235000.0,51000.0,0.45,1.0,1.0,AL,conventional,White,Non-Hispanic,Female,1.0
0.04875,0.00016,295000.0,0.8,1,0,375000.0,329000.0,0.25,1.0,1.0,NC,conventional,White,Non-Hispanic,Female,1.0
0.03875,-0.000474,125000.0,0.33,1,0,375000.0,64000.0,0.33,0.0,1.0,NE,conventional,White,Non-Hispanic,Male,1.0
0.04125,0.0018,455000.0,0.8991899999999999,0,120,505000.0,112000.0,0.41,1.0,1.0,OH,conventional,White,Non-Hispanic,Female,1.0
0.04625,0.00324,225000.0,1.0,1,0,215000.0,60000.0,0.44,1.0,1.0,NC,va,Black,Non-Hispanic,Female,1.0
0.04375,-0.00123,175000.0,0.75,1,0,235000.0,56000.0,0.48,1.0,1.0,VA,conventional,White,Hispanic,Male,1.0
0.05,0.00555,355000.0,0.8499599999999999,1,0,415000.0,0.0,0.44,1.0,1.0,NJ,conventional,White,Non-Hispanic,Male,1.0
0.0575,0.00972,245000.0,0.75,1,0,335000.0,56000.0,0.49,1.0,1.0,CA,conventional,White,Hispanic,Female,1.0
0.04375,0.0094799999999999,105000.0,0.91304,1,0,115000.0,32000.0,0.25,1.0,1.0,FL,conventional,White,Hispanic,Male,1.0
0.05125,0.01659,145000.0,0.89728,1,0,165000.0,79000.0,0.33,1.0,1.0,NY,conventional,White,Non-Hispanic,Male,0.0
0.0525,0.00764,445000.0,0.562,1,0,795000.0,97000.0,0.47,1.0,1.0,NY,conventional,White,Non-Hispanic,Female,1.0
0.0475,0.00267,155000.0,0.8,1,0,195000.0,50000.0,0.45,1.0,1.0,OH,conventional,White,Non-Hispanic,Male,1.0
0.0375,-0.0018599999999999,465000.0,0.95,1,0,485000.0,121000.0,0.38,1.0,1.0,CA,conventional,White,Non-Hispanic,Female,1.0
0.05625,0.0220299999999999,155000.0,0.965,1,0,155000.0,58000.0,0.41,1.0,1.0,WY,fha,White,Non-Hispanic,Male,0.0
0.045,0.0,265000.0,0.7878799999999999,1,0,335000.0,70000.0,0.25,1.0,1.0,NC,conventional,White,Non-Hispanic,Female,1.0
0.04875,0.002862,255000.0,0.95,1,0,265000.0,97000.0,0.36,1.0,1.0,TX,conventional,Black,Non-Hispanic,Male,1.0
0.04875,0.00477,125000.0,0.8,1,0,165000.0,57000.0,0.47,1.0,1.0,NJ,conventional,White,Non-Hispanic,Female,1.0
0.05,0.00586,45000.0,0.8,1,0,55000.0,60000.0,0.25,1.0,1.0,PA,conventional,White,Non-Hispanic,Male,1.0
0.04375,0.00857,265000.0,0.965,1,0,265000.0,92000.0,0.33,1.0,1.0,IL,fha,White,Non-Hispanic,Female,1.0
0.05,0.0064,245000.0,1.0101,1,0,245000.0,86000.0,0.38,1.0,1.0,PA,fsa_rhs,White,Non-Hispanic,Female,1.0
0.04625,0.00042,425000.0,1.0,1,0,425000.0,82000.0,0.36,1.0,1.0,CO,va,White,Non-Hispanic,Male,1.0
0.05625,0.0448,155000.0,0.9818831,1,0,165000.0,63000.0,0.44,1.0,1.0,PA,fha,White,Non-Hispanic,Male,0.0
0.0525,0.00665,185000.0,0.8,1,0,235000.0,80000.0,0.49,1.0,1.0,MI,conventional,Black,Non-Hispanic,Male,1.0
0.045,0.00642,195000.0,0.92788,1,0,205000.0,101000.0,0.25,1.0,1.0,NJ,conventional,Black,Non-Hispanic,Female,1.0
0.05375,0.01568,265000.0,0.965,1,0,275000.0,109000.0,0.43,1.0,1.0,NV,fha,White,Non-Hispanic,Male,0.0
0.0399,0.00195,215000.0,0.8,1,0,275000.0,70000.0,0.42,0.0,1.0,IL,conventional,White,Non-Hispanic,Female,1.0
0.05625,0.0158,175000.0,0.97,1,0,185000.0,64000.0,0.45,1.0,1.0,FL,conventional,White,Non-Hispanic,Male,0.0
0.0475,0.01141,85000.0,0.33697,1,0,255000.0,34000.0,0.36,0.0,1.0,OR,conventional,White,Non-Hispanic,Female,1.0
0.0475,0.0057599999999999,335000.0,0.95,1,0,355000.0,102000.0,0.46,1.0,1.0,MN,conventional,White,Non-Hispanic,Male,1.0
0.045,0.01093,405000.0,0.965,1,0,415000.0,127000.0,0.38,1.0,1.0,MD,fha,Black,Non-Hispanic,Female,1.0
0.03875,-0.00167,825000.0,0.75,0,84,1095000.0,160000.0,0.37,1.0,0.0,WA,conventional,Asian,Non-Hispanic,Female,1.0
0.05,0.00866,225000.0,0.95,1,0,245000.0,148000.0,0.33,1.0,1.0,AZ,conventional,White,Hispanic,Male,1.0
0.0425,-0.00115,175000.0,0.8722,1,0,195000.0,46000.0,0.39,1.0,1.0,TN,conventional,White,Non-Hispanic,Female,1.0
0.05125,0.0068899999999999,195000.0,0.8,1,0,235000.0,60000.0,0.48,1.0,1.0,IL,conventional,White,Hispanic,Female,1.0
0.037,0.00485,505000.0,1.0101,0,120,495000.0,580000.0,0.1,1.0,0.0,MS,conventional,White,Non-Hispanic,Male,1.0
0.04875,0.00323,325000.0,0.7272799999999999,1,0,445000.0,76000.0,0.39,1.0,1.0,CA,conventional,White,Non-Hispanic,Male,1.0
0.04875,0.00769,525000.0,0.95,1,0,545000.0,145000.0,0.39,1.0,1.0,WA,conventional,Asian,Non-Hispanic,Male,1.0
0.0499,0.0043,455000.0,0.5394,1,0,845000.0,173000.0,0.49,1.0,1.0,FL,conventional,White,Hispanic,Male,1.0
0.05,0.006563,165000.0,0.97,1,0,165000.0,47000.0,0.37,1.0,1.0,IL,conventional,Black,Non-Hispanic,Male,1.0
0.04375,0.00326,315000.0,0.97,1,0,325000.0,93000.0,0.48,1.0,1.0,FL,conventional,White,Non-Hispanic,Female,1.0
0.04875,0.0079259999999999,65000.0,0.97,1,0,75000.0,35000.0,0.38,1.0,1.0,OH,conventional,White,Non-Hispanic,Female,1.0
0.04875,0.00253,185000.0,0.8,1,0,235000.0,48000.0,0.33,1.0,1.0,WI,conventional,White,Non-Hispanic,Male,1.0
0.04625,0.00435,45000.0,0.9495,1,0,55000.0,20000.0,0.33,1.0,1.0,WI,conventional,White,Hispanic,Female,1.0
0.0475,0.00342,455000.0,0.8,1,0,565000.0,146000.0,0.25,1.0,1.0,AL,conventional,White,Non-Hispanic,Male,1.0
0.0525,0.01092,65000.0,0.9,1,0,65000.0,35000.0,0.33,1.0,1.0,IN,conventional,White,Non-Hispanic,Female,1.0
0.04625,0.00504,125000.0,0.8,1,0,155000.0,41000.0,0.45,0.0,1.0,ID,conventional,White,Non-Hispanic,Male,1.0
